pid,titulo,label,Año,descripción,enlance
Scrp-F-112,Jugadora de Scorpions Paula torres recibiendo reconocimiento individual junto a entrenador,"Premiación individual en torneo DBS, paula torres",2021,"La fotografía muestra a una jugadora infantil de Scorpions sosteniendo un trofeo individual mientras posa junto a un entrenador o integrante del cuerpo técnico del club. Ambos llevan medallas al cuello, lo que sugiere la participación del equipo en un torneo o campeonato reciente. La jugadora viste el uniforme morado y amarillo de Scorpions y sostiene un reconocimiento entregado por el torneo DBS, evidenciando un logro destacado dentro de la competencia.",
Scrp-F-113,Equipo femenino de Scorpions en premiación del torneo DBS,"Celebración y premiación equipo femenino Scorpions, dbs",2021,"La fotografía muestra al equipo femenino de Scorpions reunido sobre una tarima durante la ceremonia de premiación de un torneo organizado por DBS. Las jugadoras aparecen usando el uniforme morado y amarillo del club, acompañadas por medallas y un trofeo que simboliza el resultado obtenido en la competencia. También se observa la presencia de un entrenador y de la mascota oficial del torneo, elementos que refuerzan el carácter festivo y comunitario del evento.",
Scrp-F-114,Charla técnica y fotografía grupal del equipo femenino Scorpions,Equipo femenino en jornada deportiva y formación colectiva,2022,"La imagen reúne dos momentos distintos de una misma jornada deportiva del equipo femenino de Scorpions. En la parte superior se observa una charla grupal en medio de la cancha, donde las jugadoras escuchan atentamente a un entrenador antes o después de un partido. En la parte inferior aparece el equipo posando frente al arco para una fotografía grupal, utilizando el uniforme morado y amarillo característico del club.",
Scrp-F-115,Participación del equipo femenino Scorpions en torneo Soccer Melgar,"Equipo femenino en campeonato Soccer Melgar, Tolima",2023,"La imagen corresponde a una historia de Instagram publicada durante la participación del equipo femenino de Scorpions en el torneo Soccer Melgar, realizado en Melgar, Tolima, en agosto de 2024. La composición reúne dos fotografías grupales: en la parte superior, las jugadoras posan junto a un trofeo frente a la estructura oficial del campeonato; en la parte inferior, el equipo aparece reunido en la cancha acompañado por integrantes del cuerpo técnico.",
Scrp-F-116,Jugadora de Scorpions Paula Torres realizando saque de banda durante partido,Acción de juego en torneo femenino,2021,"La fotografía muestra a una jugadora de Scorpions en medio de un partido, preparándose para realizar un saque de banda. La imagen fue tomada desde uno de los costados de la cancha y captura un momento cotidiano del juego, mientras otras jugadoras y el equipo rival permanecen distribuidos en el campo esperando la reanudación de la jugada. La publicación incluye la cuenta de Instagram de la fundación, lo que indica que probablemente fue compartida en redes sociales como parte de la difusión de las actividades deportivas del club.",
Scrp-F-117,"Jugadoras de Scorpions observando el desarrollo del partido, Paula Torrs y Laura Navarrete","Escena de juego del equipo femenino Scorpions,Paula Torrs , Laura Navarrete",2021,"La fotografía muestra a dos jugadoras del equipo femenino de Scorpions dentro de la cancha durante un partido. Ambas aparecen de espaldas observando el desarrollo del juego mientras utilizan el uniforme morado y amarillo del club, con los números 9 y 10 visibles en sus camisetas. Al fondo se observa el paisaje urbano y montañoso característico de la sabana de Bogotá, junto a otras personas y equipos presentes en el escenario deportivo.",
Scrp-F-118,Jugadoras de Scorpions recibiendo certificados de reconocimiento deportivo,"Reconocimiento y formación deportiva en clinica de futbol scorpions, Paula Torre",2025,"La fotografía muestra a dos jugadoras infantiles de Scorpions posando junto a un entrenador durante una ceremonia de reconocimiento realizada en el marco de un torneo organizado por scorpions. Ambas sostienen certificados con sus nombres visibles mientras utilizan el uniforme celeste y negro del club. La imagen fue compartida como una historia de Instagram e incluye mensajes de agradecimiento hacia la fundación y hacia el entrenador, resaltando la importancia del acompañamiento recibido durante el proceso deportivo.",
Scrp-F-119,Reconocimiento individual y fotografía grupal de categorías formativas Scorpions,"Premiación  crecimiento colectivo en categorías mixtas Scorpions, Paula torres ",2024,"La imagen reúne dos momentos relacionados con las categorías formativas de Scorpions. En la parte superior, dos jóvenes jugadores posan con un trofeo durante una premiación realizada en un torneo DBS, mientras en la parte inferior aparece una fotografía grupal de niños, niñas y entrenadores utilizando el uniforme morado del club. La publicación incluye el mensaje “Un gran proyecto y evolución, con el esfuerzo de todo”, resaltando el sentido colectivo y progresivo del proceso deportivo dentro de la fundación.",
Scrp-F-120,Jugadora Paula Torres con uniforme número 10 de Scorpions vista desde la espalda,Identidad visual y representación simbólica del uniforme Scorpions,2025,"La fotografía muestra a una jugadora de Scorpions observando un partido desde uno de los costados de la cancha mientras viste el uniforme morado oficial del club. La imagen está tomada desde atrás, resaltando el número 10 estampado en dorado junto al logo de Scorpions y el patrocinio de Infectoweb. El encuadre centra la atención en la camiseta y en los elementos gráficos que conforman la identidad visual del equipo.",
Scrp-F-121,Celebración y premiación del equipo femenino Scorpions,"Reconocimiento deportivo y memoria colectiva del equipo femenino , Paula Torres ",2025,"El collage reúne diferentes momentos de celebración y premiación de un equipo femenino de Scorpions luego de una competencia deportiva. Las jugadoras aparecen usando el uniforme morado y dorado del club mientras sostienen trofeos, medallas y banderas institucionales. Las imágenes muestran tanto retratos grupales como fotografías más íntimas entre compañeras y entrenadoras, resaltando los vínculos afectivos construidos alrededor del fútbol.",
Scrp-F-122,Participación de Scorpions en el IX Torneo Nacional de Fútbol Soccer Melgar,"Experiencia competitiva y representación juvenil en torneos nacionales, Paula Torres ",2025,"El collage reúne diferentes momentos de la participación de jugadores y jugadoras de Scorpions en el IX Torneo Nacional de Fútbol realizado en Melgar durante diciembre de 2025. Las imágenes muestran escenas de premiación, fotografías grupales, retratos individuales y acciones de juego dentro de la cancha. Las y los participantes aparecen usando el uniforme morado del club, acompañado por medallas, trofeos y símbolos del torneo.",
Scrp-F-123,Jugadora de Scorpions reconocida como “Jugadora del Partido” Paula Torres,"Reconocimiento individual y dimensión emocional del fútbol formativo, Paula Torres ",2026,"La fotografía muestra a una jugadora de Scorpions posando frente al logo de “La Liga F8” mientras sostiene un reconocimiento como “Jugadora del Partido”. La deportista viste el uniforme morado y dorado del club, acompañado de los patrocinadores y símbolos institucionales de Scorpions. La imagen registra un momento de orgullo deportivo individual dentro de un contexto competitivo juvenil.",
Scrp-F-124,Retrato de arquera de Scorpions en cancha de entrenamiento,Representación de las porteras en el fútbol femenino amateur,2018,"La fotografía muestra a una arquera de Scorpions posando frente al arco mientras sostiene un balón con guantes de portera y uniforme oficial del club. La jugadora viste una camiseta gris con detalles negros y dorados, acompañada del número 1, elemento tradicionalmente asociado a la posición de arquera dentro del fútbol. El retrato fue tomado en una cancha abierta durante una jornada deportiva o entrenamiento.",
Scrp-F-125,Convocatoria de Scorpions para todas las categorías deportivas,Difusión institucional y crecimiento de las categorías formativas,2019,"La imagen corresponde a una pieza gráfica de convocatoria realizada por Scorpions para promocionar entrenamientos y procesos de inscripción en distintas categorías del club. El collage reúne fotografías de equipos juveniles, categorías menores y fútbol femenino libre, acompañadas de información logística sobre las convocatorias, lugar de entrenamiento y grupos de edad participantes.",
Scrp-F-126,Convocatoria gratuita para fútbol femenino Scorpions,Promoción y acceso al fútbol femenino formativo,2018,"La imagen corresponde a una pieza gráfica de convocatoria realizada por Scorpions para invitar a niñas y jóvenes a participar en procesos de fútbol femenino. El afiche incluye el mensaje “Trabajamos por tus sueños” y destaca que la convocatoria era “sin costo”, además de señalar la fecha y el lugar de entrenamiento en la sede de La Bombonera, vía Suba-Cota.",
Scrp-F-127,Jugadora vinculada al CD Badajoz Femenino,Proyección internacional y oportunidades deportivas,2020,La fotografía muestra a una joven futbolista sonriendo mientras firma documentos frente al logo de “CD Badajoz Femenino”. La escena parece registrar un momento oficial relacionado con su incorporación o vinculación al club español. La imagen transmite una sensación de logro y transición dentro de la trayectoria deportiva de la jugadora.,
Scrp-F-128,Firma de vinculación deportiva con CD Badajoz Femenino,nternacionalización y trayectoria de jugadoras formadas en Scorpions,2020,La fotografía muestra a una joven futbolista sentada frente al escudo y nombre de “CD Badajoz Femenino” mientras firma documentos relacionados con su incorporación al club. La imagen registra un momento institucional importante dentro de su trayectoria deportiva y simboliza el paso de procesos formativos locales hacia escenarios internacionales.,
Scrp-F-129,Trayectoria internacional y proyección deportiva de jugadoras Scorpions,Procesos de formación y oportunidades internacionales,2019,"El collage reúne diferentes momentos relacionados con la experiencia y proyección internacional de jugadoras vinculadas a la Fundación Scorpions. Las fotografías muestran retratos deportivos, entrenamientos y encuentros institucionales que documentan procesos de crecimiento personal y futbolístico más allá de las competencias locales",
Scrp-F-130,Reconocimiento y proyección internacional de jugadoras formadas en Scorpions,Trayectorias deportivas y oportunidades internacionales,2019,El collage reúne distintos momentos de reconocimiento deportivo y proyección internacional de una jugadora vinculada a la Fundación Scorpions. Las imágenes conectan etapas diferentes de su trayectoria: desde logros individuales en torneos locales hasta experiencias de vinculación con clubes y procesos deportivos en España.,
Scrp-F-131,Vínculos internacionales y experiencias deportivas en España,Proyección internacional de jugadoras Scorpions,2019,"La fotografía muestra a una jugadora vinculada a la Fundación Scorpions posando frente al escudo del Club de Mislata, en España. La imagen registra un momento relacionado con procesos de intercambio, visibilización o acercamiento internacional dentro de su trayectoria deportiva.",
Scrp-F-132,Entrega de uniforme y vínculo institucional con el Club de Mislata,Procesos de internacionalización y acompañamiento deportivo,2019,Procesos de internacionalización y acompañamiento deportivo,
Scrp-F-133,Jugadora Scorpions en experiencia internacional con Mislata CF Femenino,Internacionalización y representación deportiva,2019,"La fotografía muestra a una jugadora formada en la Fundación Scorpions sosteniendo una bufanda oficial del Mislata CF Femenino, frente al escudo del club en España. La imagen registra un momento simbólico de integración y reconocimiento dentro de una experiencia internacional vinculada al fútbol femenino.",
Scrp-F-134,Semifinal femenina Scorpions FC vs USA Portland – Torneo Arrayanes Copaverano,Competencias y participación femenina,2018,"La imagen corresponde a una pieza gráfica promocional de las semifinales del Torneo Arrayanes Copaverano en la categoría femenina. En el afiche se anuncia el encuentro entre Scorpions FC y USA Portland, programado para el domingo 4 de agosto a las 2:00 p.m.",
Scrp-F-135,Publicación digital del equipo femenino Scorpions,Representación digital y visibilidad del fútbol femenino,2017,"La imagen corresponde a una publicación realizada desde la cuenta “escueladefutbolscorpions”, donde aparece el escudo del club junto a una fotografía grupal del equipo femenino. La captura conserva una de las formas en que Scorpions comenzó a construir presencia y memoria digital alrededor de sus jugadoras mediante redes sociales y plataformas virtuales.",
Scrp-F-136,Jugadores y jugadoras Scorpions con trofeo de subcampeonato,Reconocimientos deportivos y memoria de torneo,2018,"La fotografía muestra a integrantes de Scorpions posando con un trofeo de subcampeonato y medallas obtenidas durante un torneo deportivo. La imagen reúne tanto jugadores como jugadoras del club, evidenciando la convivencia y participación conjunta dentro de los procesos formativos de la fundación.",
Scrp-F-137,Celebración colectiva de subcampeonato Scorpions,"Memoria de torneos y comunidad deportiva, Torneo Arrayanes",2018,"La fotografía muestra a un grupo amplio de integrantes de Scorpions reunidos después de una competencia deportiva, posando junto a un trofeo y medallas obtenidas durante el torneo. En la imagen aparecen jugadores, jugadoras, entrenadores y acompañantes, reflejando el carácter colectivo y comunitario del club.",
Scrp-F-138,Encuentro y convivencia del equipo femenino Scorpions,"Comunidad, acompañamiento y memoria colectiva",2016,"El collage reúne dos fotografías del equipo femenino de Scorpions compartiendo un espacio de encuentro junto a familiares, acompañantes y miembros cercanos al club. Las jugadoras aparecen usando uniformes grises del equipo, mientras las imágenes transmiten un ambiente de cercanía, celebración y convivencia fuera del contexto competitivo del campo de juego.",
Scrp-F-139,Participación de equipos masculino y femenino en el Torneo Arrayanes 2018,Competencias deportivas y representación institucional,2018,"El collage reúne fotografías de los equipos masculino y femenino de Scorpions durante su participación en el Torneo Arrayanes Pretemporada 2018. Ambas imágenes muestran a los grupos posando antes o después de la competencia junto al banner oficial del torneo, evidenciando la presencia simultánea de diferentes categorías del club dentro de escenarios organizados de fútbol amateur y formativo.",
Scrp-F-140,Jugadora de Scorpions en Foz de Iguazú,"Viajes deportivos y proyección internacional, Torneo Arrayanes",2016,"La fotografía muestra a una jugadora de Scorpions posando dentro de un estadio en la ciudad de Foz de Iguazú, Brasil, durante una experiencia deportiva internacional. La jugadora viste uniforme de la Selección Colombia, mientras al fondo se observan otras personas realizando actividades sobre la cancha.",
Scrp-F-141,Jugadora descansando durante un Entrenamiento ,"Momentos cotidianos y emocionales del fútbol femenino, Torneo Arrayanes",2026,"La fotografía captura a una jugadora sentada sobre la cancha durante un entrenamiento, en un momento de pausa y aparente reflexión mientras el juego continúa a su alrededor. La imagen se aleja de las fotografías tradicionales de celebración o competencia y muestra una dimensión más íntima y humana de la experiencia deportiva.",
Scrp-F-142,Equipo femenino Scorpions posando antes de partido,"Formación y procesos colectivos del fútbol femenino, Torneo Arrayanes",2013,"La fotografía muestra a un equipo femenino de Scorpions reunido sobre la cancha antes de un partido oficial. Las jugadoras aparecen organizadas en filas junto al cuerpo técnico y la arquera del equipo, en una imagen típica de presentación grupal que documenta la identidad colectiva del club en sus procesos formativos.",
Scrp-F-143,Equipo femenino Scorpions en formación prepartido,"Identidad colectiva y continuidad deportiva, Torneo Arrayanes",2014,"La fotografía muestra a un equipo femenino de Scorpions reunido frente al arco antes de un encuentro deportivo. Las jugadoras aparecen organizadas en dos filas junto al cuerpo técnico y la arquera del equipo, conformando una imagen grupal que funciona como registro de identidad y pertenencia dentro del proceso deportivo del club.",
Scrp-F-144,Equipo femenino Scorpions en Torneo Arrayanes,"Participación en torneos y representación deportiva, Torneo Arrayanes",2017,"La fotografía muestra al equipo femenino de Scorpions posando de manera grupal durante el Torneo Arrayanes, uno de los espacios de competencia amateur y formativa más importantes para diferentes clubes y escuelas de fútbol en la región. Las jugadoras aparecen acompañadas por integrantes del cuerpo técnico y colaboradores del equipo frente al banner oficial del torneo.",
Scrp-F-145,Premiación del equipo femenino en Torneo Arrayanes,"Reconocimientos y logros deportivos, Torneo Arrayanes",2018,"La fotografía muestra al equipo femenino de Scorpions durante una ceremonia de premiación en el Torneo Arrayanes. Las jugadoras aparecen reunidas sobre una tarima junto al trofeo del campeonato y las medallas obtenidas, acompañadas por integrantes del cuerpo técnico y personas vinculadas al proceso deportivo del club.",
Scrp-F-146,Entrega de trofeo en Torneo Arrayanes,"Ceremonias y reconocimiento deportivo, Torneo Arrayanes",2017,"La fotografía registra un momento de entrega de trofeo durante una ceremonia de premiación del Torneo Arrayanes. En la imagen se observa a una jugadora de Scorpions recibiendo un reconocimiento deportivo junto a integrantes de la organización del campeonato, rodeados por distintos trofeos y premios exhibidos sobre una mesa.",
Scrp-F-147,Jugadoras durante ceremonia de premiación,"Participación en torneos y experiencias colectivas, Torneo Arrayanes",2017,"La fotografía muestra a varias jugadoras de Scorpions acercándose al espacio de premiación durante el Torneo Arrayanes. En la escena se observan trofeos, medallas y miembros de la organización del campeonato mientras las futbolistas esperan recibir reconocimientos deportivos tras su participación en el torneo.",
Scrp-F-148,Entrega de medallas a jugadoras de Scorpions,"Reconocimiento deportivo y memoria colectiva del equipo femenino,Torneo Arrayanes",2017,La fotografía registra el momento en que varias jugadoras de Scorpions reciben medallas durante una ceremonia de premiación en el Torneo Arrayanes. En la imagen se observa a integrantes de la organización colocando las medallas a las futbolistas mientras otras compañeras esperan su turno cerca de la mesa de trofeos y reconocimientos.,
Scrp-F-149,quipo femenino Scorpions en Torneo Arrayanes,"Participación competitiva y memoria de equipo,Torneo Arrayanes",2017,"La fotografía muestra al equipo femenino de Scorpions posando antes o después de un encuentro del Torneo Arrayanes. Las jugadoras aparecen acompañadas por integrantes del cuerpo técnico y personas vinculadas al club, ubicadas detrás del banner oficial del campeonato en una cancha abierta rodeada de montañas y paisaje rural.",
Scrp-F-150,Jugadora disputando balón en Torneo Arrayanes,"Competencia y acción en el fútbol femenino ,Torneo Arrayanes",2018,"La fotografía captura un momento de juego durante un partido del Torneo Arrayanes 2018. En la escena se observa a una jugadora de Scorpions controlando el balón mientras es presionada por una rival, en una acción que refleja la intensidad competitiva y la dinámica del encuentro. Otras futbolistas aparecen distribuidas por la cancha siguiendo el desarrollo de la jugada",
Scrp-F-151,Acción ofensiva durante partido del Torneo Arrayanes,"Competencia y juego colectivo en el fútbol femenino,Torneo Arrayanes",2018,"La fotografía registra una jugada ofensiva dentro de un partido del Torneo Arrayanes 2018. Desde una perspectiva ubicada detrás del arco, la imagen captura el momento en que una jugadora remata frente a la portería mientras la arquera intenta reaccionar para evitar el gol. Alrededor de la acción principal se observan otras futbolistas posicionadas estratégicamente dentro del campo, siguiendo el desarrollo de la jugada.",
Scrp-F-152,Definición de jugada frente al arco en el Torneo Arrayanes,"Competencia deportiva y registro de partido, Torneo Arrayanes",2018,"La fotografía captura un momento decisivo de un partido femenino durante el Torneo Arrayanes 2018. Desde una perspectiva ubicada detrás de la portería, la imagen registra la llegada ofensiva de una jugadora que avanza hacia el arco mientras la arquera y las defensoras intentan reaccionar ante la jugada. El balón aparece próximo a la línea de gol, generando tensión y dramatismo dentro de la escena deportiva.",
Scrp-F-153,Acción defensiva durante partido del Torneo Arrayanes,"Juego competitivo y dinámicas del fútbol femenino, Torneo Arrayanes",2018,"La fotografía registra una acción de juego durante un partido femenino en el Torneo Arrayanes 2018. En la imagen se observa a una jugadora ofensiva avanzando con el balón hacia el área mientras una defensora intenta cerrar el espacio levantando los brazos y posicionándose para bloquear la jugada. Otras futbolistas aparecen distribuidas alrededor del campo siguiendo el desarrollo de la acción, en un entorno donde múltiples partidos se desarrollan simultáneamente.",
Scrp-F-154,Llegada ofensiva en el Torneo Arrayanes 2018,"Acciones de juego y fútbol femenino competitivo, Torneo Arrayanes",2018,La fotografía registra una jugada ofensiva durante un partido femenino del Torneo Arrayanes 2018. En la escena se observa a una jugadora avanzando con el balón hacia el arco rival mientras la arquera sale de la portería intentando anticipar la acción y reducir el espacio de definición. Otra futbolista aparece al fondo siguiendo la jugada desde una posición más retrasada dentro del campo.,
Scrp-F-155,Trayectoria y reconocimientos de jugadora formada en Scorpions,Proyección deportiva y memoria de jugadoras,2017-2019,"El collage reúne distintos momentos de la trayectoria deportiva de una jugadora vinculada al proceso formativo de Scorpions. Las imágenes muestran reconocimientos individuales obtenidos en torneos de fútbol femenino, celebraciones relacionadas con logros deportivos y fotografías tomadas durante su paso a clubes internacionales, evidenciando un recorrido de crecimiento dentro y fuera del país.",
Scrp-F-156,Reconocimientos individuales de jugadoras formadas en Scorpions,Proyección individual y memoria de jugadoras,2018,"El collage reúne retratos de dos jugadoras vinculadas a procesos formativos y competitivos relacionados con Scorpions y Galaxy FC International. Ambas fotografías destacan reconocimientos individuales obtenidos dentro de torneos y competencias de fútbol femenino, evidenciando el desempeño y crecimiento deportivo de las futbolistas dentro de espacios amateurs y formativos.",
Scrp-F-157,Capitanas y cuerpo arbitral antes de partido femenino,Representación deportiva y ritual previo al juego,2017,"La fotografía registra el momento previo al inicio de un partido femenino en el Club Social y Deportivo Maracaná. En la imagen aparecen las capitanas de ambos equipos acompañadas por el cuerpo arbitral, posando en el centro del campo junto al balón antes del comienzo del encuentro. La jugadora vinculada a Scorpions porta el brazalete de capitana, símbolo de liderazgo y representación dentro del equipo.",
Scrp-F-158,Celebración de subcampeonato en la Copa Plata Maracaná Sub-16,Reconocimiento colectivo y logros deportivos,2017,La fotografía registra la ceremonia de premiación del equipo Sub-16 de Scorpions tras obtener el subcampeonato en la Copa Plata Maracaná. Las jugadoras y jugadores aparecen reunidos sobre la tarima levantando el trofeo mientras celebran colectivamente el logro alcanzado. Las medallas colgadas en sus uniformes evidencian el reconocimiento obtenido dentro del torneo y refuerzan el carácter competitivo del evento.,
Scrp-F-159,Clínica de fútbol Scorpions 2025,Formación deportiva y trabajo colectivo,2025,"La fotografía registra una jornada de la Clínica de Fútbol Scorpions 2025, donde jugadores y jugadoras posan colectivamente en una de las canchas del complejo deportivo. La imagen reúne a jóvenes de distintas categorías acompañados por integrantes del cuerpo técnico, evidenciando el carácter formativo e integrador del proyecto deportivo desarrollado por el club.",
Scrp-F-160,Grupo de formación durante jornada deportiva de Scorpions,Procesos formativos y comunidad deportiva,2025,"La fotografía muestra a un grupo de niños, niñas y jóvenes integrantes de Scorpions durante una jornada deportiva en las canchas de entrenamiento del club. Los jugadores y jugadoras posan juntos utilizando el uniforme institucional, acompañados por integrantes mayores del proceso formativo, en un entorno abierto rodeado por montañas y campos deportivos.",
Scrp-F-161,Entrenamiento infantil de Scorpions con entrenador fifa,Formación infantil y procesos pedagógicos,2025,"La fotografía muestra a un grupo de niños, niñas y jóvenes integrantes de Scorpions durante una jornada deportiva en las canchas de entrenamiento del club. Los jugadores y jugadoras posan juntos utilizando el uniforme institucional, acompañados por integrantes mayores del proceso formativo, en un entorno abierto rodeado por montañas y campos deportivos.",
Scrp-F-162,Clínica de fútbol Scorpions en colaboración con Inter de Zamora,Intercambios deportivos y formación internacional,2025,"La fotografía muestra una jornada de entrenamiento correspondiente a la Clínica de Fútbol Scorpions realizada en colaboración con el Inter de Zamora. En la imagen se observa a niños y jóvenes participando en ejercicios con balón dentro de una cancha abierta, mientras uno de los entrenadores supervisa la práctica desde el campo. Los participantes utilizan uniformes deportivos celestes y negros, y el paisaje montañoso del fondo sitúa la actividad en las canchas de la sabana de Bogotá.",
Scrp-F-163,Jugadora de Scorpions reconocida como mejor arquera,Reconocimientos individuales y fútbol femenino,2018,"La fotografía muestra a una jugadora de Scorpions posando frente a un fondo institucional del club mientras sostiene un trofeo de reconocimiento individual como arquera destacada. La deportista viste el uniforme oficial de entrenamiento del equipo y aparece sonriendo frente al emblema de Scorpions, reforzando la relación entre el logro personal y el proceso colectivo del club.",
Scrp-F-164,Equipo femenino Scorpions durante premiación de torneo,Reconocimientos colectivos y fútbol femenino,2017,"La fotografía muestra al equipo femenino de Scorpions posando en grupo durante una ceremonia de premiación después de un torneo. Las jugadoras aparecen usando uniformes negros y rosados, acompañadas por entrenadores, familiares y miembros del cuerpo técnico. Varias de ellas llevan medallas colgadas al cuello y una de las participantes sostiene un trofeo, mientras el grupo celebra colectivamente el resultado deportivo alcanzado.",
Scrp-F-165,Equipo femenino Scorpions durante concentración deportiva,Convivencia de equipo y fútbol femenino,2017,"La fotografía muestra a un grupo de jugadoras del equipo femenino de Scorpions posando junto a uno de sus entrenadores en un espacio de concentración o convivencia deportiva. Las deportistas visten el uniforme negro y rosado del club, mientras el grupo se reúne en una zona verde cercana a instalaciones recreativas y deportivas, posiblemente durante un torneo o viaje competitivo fuera de Bogotá.",
